,Unnamed: 0,UDI,Rotational speed [rpm],Torque [Nm],Tool wear [min],Normalized_air_temp,Normalized_process_temp,Power [W],Product Type_H,Product Type_L,Product Type_M,Machine failure Labelled_HDF,"Machine failure Labelled_HDF, OSF","Machine failure Labelled_HDF, PWF","Machine failure Labelled_HDF, PWF, OSF","Machine failure Labelled_HDF, RNF",Machine failure Labelled_No Failure,Machine failure Labelled_OSF,Machine failure Labelled_PWF,"Machine failure Labelled_PWF, OSF",Machine failure Labelled_RNF,Machine failure Labelled_TWF,"Machine failure Labelled_TWF, HDF","Machine failure Labelled_TWF, HDF, OSF","Machine failure Labelled_TWF, HDF, PWF, OSF","Machine failure Labelled_TWF, OSF","Machine failure Labelled_TWF, PWF, OSF","Machine failure Labelled_TWF, RNF"
3167,3219,3220,1503,38.4,71,300.5949930427324,299.7266626362314,6043.916505599999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,3220,3221,1525,36.5,74,300.69498011025934,299.7266626362314,5828.958445833334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3169,3221,3222,1423,49.1,76,300.5949930427324,299.7266626362314,7316.689806233334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3170,3222,3223,1435,44.7,79,300.69498011025934,299.79406015170844,6717.1906585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3171,3223,3224,1495,36.5,84,300.5949930427324,299.6592651207544,5714.290410833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,3224,3225,1557,33.8,87,300.5949930427324,299.6592651207544,5511.040009799999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,3225,3226,1474,40.7,89,300.5949930427324,299.59186760527734,6282.321298733334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,3226,3227,1465,46.0,91,300.4950059752055,299.5244700898004,7057.058336666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,3227,3228,1589,34.9,94,300.4950059752055,299.5244700898004,5807.344306633333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3176,3228,3229,1475,46.8,96,300.4950059752055,299.5244700898004,7228.7985899999985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3177,3229,3230,1442,43.2,98,300.5949930427324,299.59186760527734,6523.4488032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3178,3230,3231,1556,36.0,100,300.5949930427324,299.59186760527734,5865.976848,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3179,3231,3232,1425,45.3,102,300.69498011025934,299.5244700898004,6759.916282499999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,3232,3233,1580,38.3,104,300.69498011025934,299.5244700898004,6337.005908666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3181,3233,3234,1474,40.7,109,300.79496717778625,299.59186760527734,6282.321298733334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3182,3234,3235,1489,38.4,111,300.79496717778625,299.59186760527734,5987.619212799999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3183,3235,3236,1946,20.5,113,300.79496717778625,299.59186760527734,4177.581662333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3184,3236,3237,1342,62.4,116,300.79496717778625,299.59186760527734,8769.3086624,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3185,3237,3238,1758,26.8,119,300.8949542453132,299.6592651207544,4933.8042632,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,3238,3239,1724,25.6,122,300.8949542453132,299.59186760527734,4621.739656533334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,3239,3240,1430,48.5,124,300.99494131284007,299.6592651207544,7262.832481666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3188,3240,3241,1612,35.2,126,300.8949542453132,299.6592651207544,5942.045213866668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3189,3241,3242,1469,43.4,131,300.8949542453132,299.6592651207544,6676.360460466666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,3242,3243,1384,42.4,133,300.8949542453132,299.7266626362314,6145.117591466666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,3243,3244,1724,28.1,135,300.99494131284007,299.7266626362314,5073.081419866668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3192,3244,3245,1397,48.0,138,300.99494131284007,299.7266626362314,7022.081968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3193,3245,3246,1588,32.7,141,300.99494131284007,299.7266626362314,5437.8409628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3194,3246,3247,1468,42.0,143,300.99494131284007,299.79406015170844,6456.595767999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3195,3247,3248,1594,31.1,146,300.99494131284007,299.86145766718545,5191.309923533334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3196,3248,3249,1511,39.3,149,300.99494131284007,299.79406015170844,6218.494661899999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3197,3249,3250,1493,38.9,151,301.09492838036704,299.86145766718545,6081.877384766666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3198,3250,3251,1709,27.0,156,301.1949154478939,299.86145766718545,4832.079579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3199,3251,3252,1501,36.1,158,301.09492838036704,299.7266626362314,5674.350329966666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,3252,3253,1668,30.8,160,301.09492838036704,299.79406015170844,5379.9100432000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3201,3253,3254,1502,48.9,162,301.09492838036704,299.7266626362314,7691.4291334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3202,3254,3255,1288,58.4,165,300.99494131284007,299.79406015170844,7876.929550933333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3203,3255,3256,1491,42.9,167,300.99494131284007,299.79406015170844,6698.278286699999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3204,3256,3257,1519,39.6,169,301.09492838036704,299.86145766718545,6299.139277200001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3205,3257,3258,1984,19.7,171,301.1949154478939,299.92885518266246,4092.947227733333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3206,3258,3259,1643,32.9,173,301.1949154478939,299.92885518266246,5660.590165766665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3207,3259,3260,1625,31.6,176,301.1949154478939,299.9962526981395,5377.354883333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,3260,3261,2068,17.8,179,301.29490251542086,299.9962526981395,3854.772817866666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3209,3261,3262,1469,39.7,184,301.29490251542086,300.0636502136165,6107.177656233333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3210,3262,3263,1558,36.3,186,301.29490251542086,300.0636502136165,5922.462636199999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,3263,3264,1344,54.8,188,301.29490251542086,299.9962526981395,7712.7291135999985,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3212,3264,3265,1455,44.1,193,301.29490251542086,300.0636502136165,6719.389771499999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3213,3265,3266,1355,53.6,195,301.29490251542086,300.0636502136165,7605.579950666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3214,3266,3267,1269,56.8,197,301.29490251542086,300.0636502136165,7548.109797599999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3215,3267,3268,1550,41.5,199,301.29490251542086,299.9962526981395,6736.092558333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,3268,3269,1525,37.8,202,301.29490251542086,300.0636502136165,6036.565185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3217,3269,3270,1696,32.4,205,301.29490251542086,299.9962526981395,5754.387571199999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3218,3270,3271,1937,21.8,207,301.39488958294777,300.0636502136165,4421.955476466666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3219,3271,3272,1689,32.1,210,301.39488958294777,299.9962526981395,5677.575695699999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3220,3272,3273,1593,30.8,213,301.29490251542086,299.9962526981395,5138.0076132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3221,3273,3274,1565,36.0,216,301.29490251542086,299.92885518266246,5899.90602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3222,3274,3275,1665,31.4,2,301.29490251542086,299.9962526981395,5474.848892999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3223,3275,3276,1532,36.3,7,301.29490251542086,299.9962526981395,5823.628214799999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,3276,3277,1438,40.9,9,301.29490251542086,299.9962526981395,6159.003419266667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3225,3277,3278,1531,41.6,11,301.29490251542086,300.0636502136165,6669.5536821333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3226,3278,3279,1506,40.8,13,301.29490251542086,299.9962526981395,6434.478974399998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3227,3279,3280,1382,52.4,15,301.1949154478939,299.92885518266246,7583.463157066666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3228,3280,3281,1456,50.8,18,301.1949154478939,299.92885518266246,7745.569201066666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,3281,3282,1445,45.6,21,301.1949154478939,299.9962526981395,6900.188275999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3230,3282,3283,1515,40.9,23,301.1949154478939,299.92885518266246,6488.7970655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3231,3283,3284,1449,45.5,25,301.1949154478939,299.92885518266246,6904.1152635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3232,3284,3285,1362,50.7,30,301.1949154478939,299.92885518266246,7231.249030200001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3233,3285,3286,1687,29.7,32,301.1949154478939,299.92885518266246,5246.8637067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234,3286,3287,1618,37.6,34,301.1949154478939,299.9962526981395,6370.809417066665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3235,3287,3288,1558,32.6,37,301.1949154478939,300.0636502136165,5318.795645733333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3236,3288,3289,1662,31.0,39,301.29490251542086,300.0636502136165,5395.366666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3237,3289,3290,1295,56.6,42,301.1949154478939,300.0636502136165,7675.637407666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,3290,3291,1385,42.3,44,301.1949154478939,300.1310477290935,6135.054031499999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3239,3291,3292,1479,45.5,47,301.1949154478939,300.0636502136165,7047.0576085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,3292,3293,1400,44.3,49,301.29490251542086,300.1984452445705,6494.713726666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3241,3293,3294,1357,54.5,52,301.1949154478939,300.1984452445705,7744.700027833333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,3294,3295,1657,34.1,54,301.09492838036704,300.1310477290935,5917.048629433333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3243,3295,3296,1496,43.4,56,301.09492838036704,300.1310477290935,6799.0709658666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3244,3296,3297,1379,43.2,59,301.1949154478939,300.1984452445705,6238.4437584,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,3297,3298,1548,38.6,61,301.1949154478939,300.1984452445705,6257.2932984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,3298,3299,1499,38.1,63,301.1949154478939,300.1984452445705,5980.739130700001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,3299,3300,1390,45.8,65,301.29490251542086,300.33324027552453,6666.663419333332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3248,3300,3301,1538,38.4,70,301.29490251542086,300.2658427600475,6184.659737599999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3249,3301,3302,1365,47.7,72,301.29490251542086,300.33324027552453,6818.3498565,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3250,3302,3303,1503,48.6,74,301.29490251542086,300.33324027552453,7649.331827399999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3251,3303,3304,1390,49.9,76,301.1949154478939,300.2658427600475,7263.4607996666655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3252,3304,3305,1497,45.7,78,301.1949154478939,300.1984452445705,7164.176083699999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3253,3305,3306,1577,48.3,81,301.29490251542086,300.2658427600475,7976.402762299999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,3306,3307,1432,54.3,83,301.39488958294777,300.33324027552453,8142.7499528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3255,3307,3308,1563,39.9,86,301.39488958294777,300.33324027552453,6530.7058761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,3308,3309,1433,43.4,88,301.39488958294777,300.2658427600475,6512.746453266667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,3309,3310,1384,50.1,90,301.29490251542086,300.2658427600475,7261.0941352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3258,3310,3311,1346,46.7,92,301.29490251542086,300.2658427600475,6582.489751266668,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3259,3311,3312,1459,44.7,94,301.29490251542086,300.2658427600475,6829.533916900001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,3312,3313,1639,28.9,96,301.39488958294777,300.2658427600475,4960.266922966666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3261,3313,3314,1737,31.9,98,301.39488958294777,300.2658427600475,5802.548145899999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,3314,3315,1489,43.5,100,301.39488958294777,300.33324027552453,6782.8498895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3263,3315,3316,1492,43.0,103,301.4948766504747,300.4006377910016,6718.394934666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264,3316,3317,1217,60.6,106,301.39488958294777,300.33324027552453,7723.0963606,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3265,3317,3318,1636,28.7,108,301.4948766504747,300.33324027552453,4916.923452933333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3266,3318,3319,1436,49.7,110,301.39488958294777,300.2658427600475,7473.758834266668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3267,3319,3320,1689,30.6,112,301.39488958294777,300.2658427600475,5412.2684202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3268,3321,3322,1522,41.0,116,301.4948766504747,300.4006377910016,6534.716639333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3269,3322,3323,1351,52.9,118,301.4948766504747,300.33324027552453,7484.094665366666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270,3323,3324,1589,36.7,120,301.4948766504747,300.33324027552453,6106.863497233334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3271,3324,3325,1578,34.1,122,301.4948766504747,300.4006377910016,5634.9443194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3272,3325,3326,1587,33.7,124,301.4948766504747,300.4006377910016,5600.606740699999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,3326,3327,1962,20.2,126,301.4948766504747,300.4006377910016,4150.2917172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,3328,3329,1418,43.9,131,301.59486371800165,300.4006377910016,6518.820193933334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3275,3329,3330,1683,29.7,133,301.59486371800165,300.4680353064785,5234.4230103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3276,3330,3331,1385,50.7,135,301.6948507855285,300.5354328219556,7353.3626335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3277,3331,3332,1559,44.5,137,301.6948507855285,300.5354328219556,7264.979234833333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
