,UDI,Rotational speed [rpm],Torque [Nm],Tool wear [min],Normalized_air_temp,Normalized_process_temp,Power [W],Product Type_H,Product Type_L,Product Type_M,Machine Failure
1791,1825,1391,57.4,163,298.0953163545595,298.31131481121406,8361.174233533333,0.0,1.0,0.0,0
1792,1826,1784,27.8,166,297.9953292870326,298.31131481121406,5193.592812266666,0.0,0.0,1.0,0
1793,1827,1516,40.1,171,297.79535515197875,298.17651978026004,6366.076088133333,1.0,0.0,0.0,0
1794,1828,1420,47.8,174,297.8953422195056,298.17651978026004,7107.952094666665,0.0,0.0,1.0,0
1795,1829,1351,56.3,176,297.79535515197875,298.109122264783,7965.113982233332,0.0,1.0,0.0,1
1796,1830,1880,23.0,178,297.79535515197875,298.109122264783,4528.078386666667,0.0,1.0,0.0,0
1797,1831,1859,24.0,180,297.79535515197875,298.17651978026004,4672.172648,0.0,1.0,0.0,0
1798,1832,1315,54.0,183,297.79535515197875,298.17651978026004,7436.143529999999,0.0,0.0,1.0,1
1799,1833,1330,51.7,186,297.79535515197875,298.24391729573705,7200.6289996666665,0.0,0.0,1.0,1
1800,1834,1327,61.0,188,297.79535515197875,298.17651978026004,8476.742857666666,0.0,1.0,0.0,1
1801,1835,1498,38.1,190,297.79535515197875,298.109122264783,5976.7493114,0.0,1.0,0.0,0
1802,1836,1555,35.8,195,297.79535515197875,298.17651978026004,5829.639123666666,1.0,0.0,0.0,0
1803,1837,1518,35.8,197,297.6953680844518,298.109122264783,5690.927453199999,0.0,1.0,0.0,0
1804,1838,1392,43.0,199,297.6953680844518,298.109122264783,6268.100368,0.0,1.0,0.0,0
1805,1839,1456,39.6,202,297.79535515197875,298.109122264783,6037.8846528,0.0,0.0,1.0,1
1806,1840,1715,30.2,2,297.6953680844518,298.041724749306,5423.7456956666665,0.0,1.0,0.0,0
1807,1841,1405,43.7,5,297.6953680844518,298.109122264783,6429.6304538333325,0.0,0.0,1.0,0
1808,1842,1668,37.8,7,297.6953680844518,298.109122264783,6602.6168712,0.0,1.0,0.0,0
1809,1843,1855,22.5,12,297.6953680844518,298.041724749306,4370.7370875,1.0,0.0,0.0,0
1810,1844,1496,39.2,14,297.59538101692493,298.041724749306,6141.096356266667,0.0,1.0,0.0,0
1811,1845,1471,44.9,17,297.59538101692493,298.041724749306,6916.514072033332,0.0,0.0,1.0,0
1812,1846,1444,40.0,19,297.6953680844518,298.109122264783,6048.607946666667,0.0,1.0,0.0,0
1813,1847,1514,38.6,24,297.6953680844518,298.17651978026004,6119.859207866667,1.0,0.0,0.0,0
1814,1848,1412,50.7,26,297.79535515197875,298.17651978026004,7496.713385200001,0.0,1.0,0.0,0
1815,1849,1429,44.1,31,297.6953680844518,298.109122264783,6599.318201700001,1.0,0.0,0.0,0
1816,1850,1668,32.7,33,297.6953680844518,298.109122264783,5711.787610800001,0.0,1.0,0.0,0
1817,1851,1372,52.8,36,297.6953680844518,298.109122264783,7586.0602048,0.0,0.0,1.0,1
1818,1852,1365,49.2,39,297.6953680844518,298.17651978026004,7032.763374,0.0,0.0,1.0,1
1819,1853,1526,39.1,42,297.59538101692493,298.041724749306,6248.266463133333,0.0,0.0,1.0,0
1820,1854,1486,40.6,44,297.59538101692493,298.109122264783,6317.905041466666,0.0,1.0,0.0,0
1821,1855,1470,42.6,47,297.59538101692493,298.109122264783,6557.754966,0.0,0.0,1.0,0
1822,1856,1249,62.8,52,297.6953680844518,298.17651978026004,8213.917438266666,1.0,0.0,0.0,1
1823,1857,1752,26.1,55,297.79535515197875,298.24391729573705,4788.5371416,0.0,0.0,1.0,0
1824,1858,1643,36.5,57,297.6953680844518,298.24391729573705,6279.986050166666,0.0,1.0,0.0,0
1825,1859,1488,36.1,60,297.79535515197875,298.24391729573705,5625.2053904,0.0,0.0,1.0,0
1826,1860,1355,45.8,62,297.79535515197875,298.24391729573705,6498.797793666667,0.0,1.0,0.0,1
1827,1861,1607,30.3,64,297.79535515197875,298.3787123266912,5099.0204813,0.0,1.0,0.0,0
1828,1862,1609,30.3,67,297.8953422195056,298.3787123266912,5105.3664931,0.0,0.0,1.0,0
1829,1863,1517,44.4,69,297.8953422195056,298.4461098421681,7053.372204399999,0.0,1.0,0.0,0
1830,1864,1517,39.5,72,297.8953422195056,298.4461098421681,6274.959506166666,0.0,0.0,1.0,0
1831,1865,1546,37.6,74,297.8953422195056,298.4461098421681,6087.312335466667,0.0,1.0,0.0,0
1832,1866,1567,34.7,76,297.8953422195056,298.4461098421681,5694.121403033333,0.0,1.0,0.0,0
1833,1867,1662,28.9,79,298.0953163545595,298.5809048731221,5029.8740854,0.0,0.0,1.0,0
1834,1868,1502,41.8,81,298.0953163545595,298.5809048731221,6574.677664133333,0.0,1.0,0.0,0
1835,1869,1361,56.9,83,298.29529048961336,298.6483023885992,8109.5852343666675,0.0,1.0,0.0,1
1836,1870,1630,32.7,86,298.29529048961336,298.7156999040762,5581.662953,0.0,0.0,1.0,0
1837,1871,1486,42.3,88,298.29529048961336,298.6483023885992,6582.447863399999,0.0,1.0,0.0,0
1838,1872,1840,21.5,90,298.29529048961336,298.7156999040762,4142.710013333333,0.0,1.0,0.0,0
1839,1873,1326,58.4,92,298.29529048961336,298.7156999040762,8109.323435200001,0.0,1.0,0.0,1
1840,1874,1367,57.8,94,298.3952775571402,298.7156999040762,8274.173134466666,0.0,1.0,0.0,1
1841,1875,1598,32.7,96,298.3952775571402,298.7156999040762,5472.0842938,0.0,1.0,0.0,0
1842,1876,1363,50.1,98,298.29529048961336,298.6483023885992,7150.9185739,0.0,1.0,0.0,1
1843,1877,1242,62.0,100,298.29529048961336,298.6483023885992,8063.833212,0.0,1.0,0.0,1
1844,1878,1566,33.8,103,298.1953034220864,298.51350735764515,5542.8957324,0.0,0.0,1.0,0
1845,1879,1424,47.7,106,298.0953163545595,298.4461098421681,7113.0624144,0.0,0.0,1.0,0
1846,1880,1608,33.8,109,298.1953034220864,298.4461098421681,5691.555771199999,0.0,0.0,1.0,0
1847,1881,1705,29.1,111,298.0953163545595,298.4461098421681,5195.718621499999,0.0,1.0,0.0,0
1848,1882,1548,45.8,113,297.9953292870326,298.3787123266912,7424.456815199999,0.0,1.0,0.0,0
1849,1883,1581,43.4,116,297.9953292870326,298.3787123266912,7185.3818162,0.0,0.0,1.0,0
1850,1884,1472,46.7,119,297.9953292870326,298.3787123266912,7198.681213866666,0.0,0.0,1.0,0
1851,1885,1792,26.0,122,297.9953292870326,298.3787123266912,4879.098709333332,0.0,0.0,1.0,0
1852,1886,1683,32.8,124,297.9953292870326,298.3787123266912,5780.7769272,0.0,1.0,0.0,0
1853,1887,1503,40.7,126,297.8953422195056,298.3787123266912,6405.9219213,0.0,1.0,0.0,0
1854,1888,1642,32.4,129,297.8953422195056,298.31131481121406,5571.1700424,0.0,0.0,1.0,0
1855,1889,1902,24.3,132,297.79535515197875,298.24391729573705,4839.9963858,0.0,0.0,1.0,0
1856,1890,1432,40.2,137,297.6953680844518,298.24391729573705,6028.3342192,1.0,0.0,0.0,0
1857,1891,1512,40.8,139,297.79535515197875,298.24391729573705,6460.114348799999,0.0,1.0,0.0,0
1858,1892,1764,29.0,141,297.6953680844518,298.24391729573705,5357.039268,0.0,1.0,0.0,0
1859,1893,1438,43.6,144,297.79535515197875,298.24391729573705,6565.587997066667,0.0,0.0,1.0,0
1860,1894,1631,29.9,146,297.79535515197875,298.31131481121406,5106.853512366666,0.0,1.0,0.0,0
1861,1895,1880,23.3,151,297.8953422195056,298.31131481121406,4587.140278666667,1.0,0.0,0.0,0
1862,1896,1344,54.3,153,297.8953422195056,298.3787123266912,7642.357497599998,0.0,1.0,0.0,1
1863,1897,1574,35.8,155,297.8953422195056,298.31131481121406,5900.869440933333,0.0,1.0,0.0,0
1864,1898,1418,41.2,157,297.79535515197875,298.24391729573705,6117.890478133334,0.0,1.0,0.0,0
1865,1899,1372,54.1,159,297.79535515197875,298.31131481121406,7772.838202266667,0.0,1.0,0.0,1
1866,1900,1388,40.0,161,297.79535515197875,298.31131481121406,5814.035893333334,0.0,1.0,0.0,0
1867,1901,1493,36.0,166,297.8953422195056,298.3787123266912,5628.472644,1.0,0.0,0.0,0
1868,1902,1505,40.1,169,297.8953422195056,298.3787123266912,6319.884243166667,0.0,0.0,1.0,0
1869,1903,1694,29.1,171,297.9953292870326,298.3787123266912,5162.1978562,0.0,1.0,0.0,0
1870,1904,1968,20.4,173,297.8953422195056,298.3787123266912,4204.201401599999,0.0,1.0,0.0,0
1871,1905,1569,35.6,176,297.9953292870326,298.3787123266912,5849.2635892,0.0,0.0,1.0,0
1872,1906,1687,29.1,178,297.8953422195056,298.3787123266912,5140.866460100001,0.0,1.0,0.0,0
1873,1907,1430,52.4,180,297.8953422195056,298.3787123266912,7846.854062666666,0.0,1.0,0.0,0
1874,1908,1504,42.4,182,297.8953422195056,298.3787123266912,6677.931255466667,0.0,1.0,0.0,0
1875,1909,1977,20.2,184,297.8953422195056,298.3787123266912,4182.021776199999,0.0,1.0,0.0,0
1876,1910,1435,45.6,186,297.9953292870326,298.4461098421681,6852.436108,0.0,1.0,0.0,0
1877,1911,1547,36.8,191,297.9953292870326,298.4461098421681,5961.648735466665,1.0,0.0,0.0,0
1878,1912,1316,57.2,194,298.0953163545595,298.51350735764515,7882.793852266667,0.0,0.0,1.0,1
1879,1913,1621,34.9,197,297.9953292870326,298.4461098421681,5924.295230366666,0.0,0.0,1.0,0
1880,1914,1492,40.2,200,297.9953292870326,298.51350735764515,6280.9180552,0.0,0.0,1.0,1
1881,1915,1643,32.3,202,297.9953292870326,298.4461098421681,5557.357518366665,0.0,1.0,0.0,1
1882,1916,1492,38.7,204,297.9953292870326,298.4461098421681,6046.5554412,0.0,1.0,0.0,1
1883,1917,1387,50.8,206,297.9953292870326,298.4461098421681,7378.505825466667,0.0,1.0,0.0,1
1884,1918,1463,47.3,209,298.0953163545595,298.5809048731221,7246.590461366666,0.0,0.0,1.0,1
1885,1919,1496,40.0,3,298.0953163545595,298.5809048731221,6266.424853333333,0.0,0.0,1.0,0
1886,1920,1658,30.0,5,298.1953034220864,298.6483023885992,5208.75622,0.0,1.0,0.0,0
1887,1922,1665,32.0,9,298.0953163545595,298.5809048731221,5579.463839999999,0.0,1.0,0.0,0
1888,1923,1716,26.6,11,297.9953292870326,298.51350735764515,4779.9920168,0.0,1.0,0.0,0
1889,1924,1529,34.1,13,297.9953292870326,298.4461098421681,5459.968228366666,0.0,1.0,0.0,0
1890,1925,1353,50.7,15,297.8953422195056,298.4461098421681,7183.465446299999,0.0,1.0,0.0,1
1891,1926,1537,37.7,17,297.8953422195056,298.4461098421681,6067.970613033333,0.0,1.0,0.0,0
1892,1927,1606,30.8,19,297.9953292870326,298.4461098421681,5179.937367733334,0.0,1.0,0.0,0
1893,1928,1314,47.8,24,297.9953292870326,298.51350735764515,6577.3584876,1.0,0.0,0.0,1
1894,1929,1623,29.9,26,297.9953292870326,298.51350735764515,5081.804568099999,0.0,1.0,0.0,0
1895,1930,1483,50.9,29,297.9953292870326,298.51350735764515,7904.732622433333,0.0,0.0,1.0,0
1896,1931,1569,37.0,32,298.0953163545595,298.5809048731221,6079.290808999999,0.0,0.0,1.0,0
1897,1932,1969,21.7,35,298.1953034220864,298.6483023885992,4474.388613566667,0.0,0.0,1.0,0
1898,1933,1686,29.3,38,298.0953163545595,298.6483023885992,5173.1305894,0.0,0.0,1.0,0
1899,1934,1638,35.1,40,298.0953163545595,298.6483023885992,6020.7315714,0.0,1.0,0.0,0
1900,1935,1698,33.3,42,298.0953163545595,298.5809048731221,5921.2060002,0.0,1.0,0.0,0
1901,1936,1377,55.1,45,298.0953163545595,298.5809048731221,7945.363853100001,0.0,0.0,1.0,1
1902,1938,1411,42.4,50,298.1953034220864,298.6483023885992,6265.000665866666,0.0,1.0,0.0,0
1903,1939,1517,40.8,52,298.0953163545595,298.5809048731221,6481.477160799998,0.0,1.0,0.0,0
1904,1940,1303,53.9,55,298.0953163545595,298.5809048731221,7354.640213433333,0.0,0.0,1.0,1
1905,1941,1578,35.6,57,298.0953163545595,298.5809048731221,5882.8157704,0.0,1.0,0.0,0
1906,1942,1425,58.2,59,298.0953163545595,298.5809048731221,8684.925555,0.0,1.0,0.0,0
1907,1943,1456,42.4,61,298.0953163545595,298.6483023885992,6464.805789866667,0.0,1.0,0.0,0
1908,1944,1704,30.9,63,298.0953163545595,298.6483023885992,5513.867440800001,0.0,1.0,0.0,0
1909,1945,1791,27.3,65,298.0953163545595,298.7156999040762,5120.1947979,0.0,1.0,0.0,0
1910,1946,1616,32.8,67,298.0953163545595,298.7156999040762,5550.6449877333325,0.0,1.0,0.0,0
1911,1947,1622,34.9,69,298.1953034220864,298.7156999040762,5927.9499467333335,0.0,1.0,0.0,0
1912,1948,1462,49.9,71,298.1953034220864,298.7156999040762,7639.697618066667,0.0,1.0,0.0,0
1913,1949,1410,45.8,73,298.0953163545595,298.7156999040762,6762.586633999999,0.0,1.0,0.0,0
1914,1950,1543,41.9,76,298.0953163545595,298.6483023885992,6770.3044734333325,0.0,0.0,1.0,0
1915,1951,1479,47.6,79,297.9953292870326,298.5809048731221,7372.306421200001,0.0,0.0,1.0,0
1916,1952,1839,22.7,81,297.9953292870326,298.51350735764515,4371.5539009,0.0,1.0,0.0,0
1917,1953,1266,60.5,83,297.9953292870326,298.51350735764515,8020.793428999999,0.0,1.0,0.0,1
1918,1954,1593,34.9,85,297.8953422195056,298.4461098421681,5821.963172099999,0.0,1.0,0.0,0
1919,1955,1459,46.9,87,297.8953422195056,298.51350735764515,7165.663102966667,0.0,1.0,0.0,0
1920,1956,1308,55.2,89,297.8953422195056,298.4461098421681,7560.9274848,0.0,1.0,0.0,1
1921,1957,1364,46.8,92,297.8953422195056,298.4461098421681,6684.800865599998,0.0,0.0,1.0,1
1922,1958,1618,35.9,97,297.8953422195056,298.4461098421681,6082.767501933332,1.0,0.0,0.0,0
1923,1959,1464,43.2,102,297.8953422195056,298.4461098421681,6622.974374400001,1.0,0.0,0.0,0
1924,1960,1352,49.4,105,297.79535515197875,298.3787123266912,6994.100873066667,0.0,0.0,1.0,1
1925,1961,1446,51.4,107,297.79535515197875,298.3787123266912,7783.226393199999,0.0,1.0,0.0,0
1926,1962,1448,51.2,109,297.79535515197875,298.31131481121406,7763.664759466666,0.0,1.0,0.0,0
1927,1963,1391,48.6,111,297.79535515197875,298.31131481121406,7079.3217378,0.0,1.0,0.0,0
1928,1964,1379,43.3,113,297.6953680844518,298.31131481121406,6252.884600433332,0.0,1.0,0.0,1
1929,1965,1405,46.9,116,297.79535515197875,298.31131481121406,6900.450075166666,0.0,0.0,1.0,0
1930,1966,1581,33.1,118,297.79535515197875,298.31131481121406,5480.0953483,0.0,1.0,0.0,0
1931,1967,1515,40.5,120,297.8953422195056,298.3787123266912,6425.3369475,0.0,1.0,0.0,0
1932,1968,1589,37.8,122,297.8953422195056,298.3787123266912,6289.9030026,0.0,1.0,0.0,0
1933,1969,1281,50.8,124,297.9953292870326,298.3787123266912,6814.6113644,0.0,1.0,0.0,1
1934,1970,1631,31.3,129,297.79535515197875,298.31131481121406,5345.970399233333,1.0,0.0,0.0,0
1935,1971,1202,67.0,132,297.8953422195056,298.3787123266912,8433.493635333332,0.0,0.0,1.0,1
1936,1972,1298,52.7,134,297.8953422195056,298.3787123266912,7163.306910466666,0.0,1.0,0.0,1
1937,1973,1612,30.7,136,297.8953422195056,298.3787123266912,5182.408751866667,0.0,1.0,0.0,0
1938,1974,1747,25.3,138,297.8953422195056,298.3787123266912,4628.5150189666665,0.0,1.0,0.0,0
1939,1975,1450,48.7,140,297.9953292870326,298.3787123266912,7394.779261666667,0.0,1.0,0.0,0
1940,1976,1422,45.6,142,297.9953292870326,298.4461098421681,6790.3582896,0.0,1.0,0.0,0
1941,1977,1419,47.4,145,298.0953163545595,298.4461098421681,7043.507611799998,0.0,0.0,1.0,0
1942,1978,1633,30.7,148,298.0953163545595,298.4461098421681,5249.921520966665,0.0,0.0,1.0,0
1943,1979,1442,43.6,150,297.9953292870326,298.4461098421681,6583.851106933333,0.0,1.0,0.0,0
1944,1980,1420,45.8,155,297.9953292870326,298.3787123266912,6810.548241333332,1.0,0.0,0.0,0
1945,1981,1301,58.5,158,297.9953292870326,298.3787123266912,7970.0567505,0.0,0.0,1.0,1
1946,1982,1385,45.0,160,297.9953292870326,298.3787123266912,6526.653224999999,0.0,1.0,0.0,0
1947,1983,1487,41.3,163,297.9953292870326,298.4461098421681,6431.159360966666,0.0,0.0,1.0,0
1948,1984,1459,44.4,166,297.9953292870326,298.3787123266912,6783.698118800001,0.0,0.0,1.0,0
1949,1985,1387,45.5,169,297.9953292870326,298.31131481121406,6608.701083833334,0.0,0.0,1.0,0
1950,1986,1537,40.8,171,298.0953163545595,298.4461098421681,6566.9284088,0.0,1.0,0.0,0
1951,1987,1498,42.9,173,298.0953163545595,298.3787123266912,6729.7256026,0.0,1.0,0.0,0
1952,1988,1599,31.2,176,298.1953034220864,298.51350735764515,5224.3385064,0.0,0.0,1.0,0
1953,1989,1420,39.2,181,298.29529048961336,298.5809048731221,5829.115525333333,1.0,0.0,0.0,0
1954,1990,1785,23.4,183,298.1953034220864,298.5809048731221,4374.035757,0.0,1.0,0.0,0
1955,1991,1423,48.1,185,298.1953034220864,298.51350735764515,7167.673720566667,0.0,1.0,0.0,0
1956,1992,1583,36.6,188,298.1953034220864,298.51350735764515,6067.2271034000005,0.0,0.0,1.0,0
1957,1993,1375,46.6,190,298.1953034220864,298.51350735764515,6709.912641666667,0.0,1.0,0.0,1
1958,1994,1463,42.5,193,298.29529048961336,298.6483023885992,6511.207074166667,0.0,0.0,1.0,0
1959,1995,1403,45.1,196,298.1953034220864,298.5809048731221,6626.168324233334,0.0,0.0,1.0,0
1960,1996,1451,47.1,198,298.29529048961336,298.6483023885992,7156.7619313,0.0,1.0,0.0,0
1961,1997,1416,38.2,201,298.3952775571402,298.6483023885992,5664.4124336,0.0,0.0,1.0,1
1962,1998,1672,41.3,2,298.29529048961336,298.7156999040762,7231.269974133333,0.0,1.0,0.0,0
1963,1999,1637,30.8,7,298.29529048961336,298.6483023885992,5279.923705466667,1.0,0.0,0.0,0
1964,2000,1540,37.8,9,298.3952775571402,298.6483023885992,6095.941236000001,0.0,1.0,0.0,0
1965,2001,1279,53.1,11,298.3952775571402,298.7156999040762,7112.0256897,0.0,1.0,0.0,1
1966,2002,1604,34.9,13,298.3952775571402,298.7830974195532,5862.165052133332,0.0,1.0,0.0,0
1967,2003,1654,27.1,15,298.4952646246672,298.7830974195532,4693.8915068666665,0.0,1.0,0.0,0
1968,2004,1564,37.5,18,298.4952646246672,298.7830974195532,6141.80845,0.0,0.0,1.0,0
1969,2005,1451,47.5,20,298.4952646246672,298.7830974195532,7217.541225833333,0.0,1.0,0.0,0
1970,2006,1504,38.0,22,298.4952646246672,298.8504949350302,5984.938389333333,0.0,1.0,0.0,0
1971,2007,1381,50.5,25,298.4952646246672,298.8504949350302,7303.2019131666675,0.0,0.0,1.0,0
1972,2008,1562,34.4,27,298.5952516921941,298.9178924505072,5626.880905066666,0.0,1.0,0.0,0
1973,2009,1811,24.7,29,298.4952646246672,298.8504949350302,4684.288713433333,0.0,1.0,0.0,0
1974,2010,1717,28.7,32,298.5952516921941,298.8504949350302,5160.365262033333,0.0,0.0,1.0,0
1975,2011,1278,60.5,34,298.5952516921941,298.8504949350302,8096.819906999999,0.0,1.0,0.0,1
1976,2012,1616,30.2,36,298.695238759721,298.98528996598424,5110.654836266666,0.0,1.0,0.0,0
1977,2013,1397,46.4,38,298.5952516921941,298.9178924505072,6788.012569066666,0.0,1.0,0.0,0
1978,2014,1485,42.9,40,298.5952516921941,298.9178924505072,6671.323444500001,0.0,1.0,0.0,0
1979,2015,1310,59.7,42,298.5952516921941,298.9178924505072,8189.810971,0.0,1.0,0.0,1
1980,2016,1301,66.3,44,298.4952646246672,298.7830974195532,9032.7309839,0.0,1.0,0.0,1
1981,2017,1458,44.0,46,298.4952646246672,298.8504949350302,6717.976056,0.0,1.0,0.0,0
1982,2018,1483,42.5,48,298.695238759721,298.98528996598424,6600.218790833333,0.0,1.0,0.0,0
1983,2019,1375,46.4,50,298.695238759721,298.98528996598424,6681.114733333333,0.0,1.0,0.0,1
1984,2020,1660,27.0,53,298.695238759721,298.98528996598424,4693.53546,0.0,0.0,1.0,0
1985,2021,1560,33.3,58,298.695238759721,298.9178924505072,5439.977244,1.0,0.0,0.0,0
1986,2022,1480,42.2,60,298.695238759721,298.98528996598424,6540.371501333332,0.0,1.0,0.0,0
1987,2023,1373,46.9,62,298.695238759721,298.9178924505072,6743.286799433332,0.0,1.0,0.0,1
1988,2024,1444,54.2,64,298.695238759721,298.98528996598424,8195.863767733334,0.0,1.0,0.0,0
1989,2025,1722,24.7,67,298.695238759721,299.05268748146125,4454.083470199999,0.0,0.0,1.0,0
1990,2026,1469,39.9,69,298.695238759721,298.98528996598424,6137.9442943,0.0,1.0,0.0,0
1991,2027,1360,52.9,72,298.695238759721,298.98528996598424,7533.951698666667,0.0,0.0,1.0,1
1992,2028,1750,25.8,74,298.695238759721,298.9178924505072,4728.09295,0.0,1.0,0.0,0
1993,2029,1349,46.6,77,298.695238759721,298.8504949350302,6583.034293533334,0.0,0.0,1.0,1
1994,2030,1668,35.2,79,298.695238759721,298.98528996598424,6148.4686208,0.0,1.0,0.0,0
1995,2031,1400,49.5,81,298.89521289477483,299.05268748146125,7257.072899999999,0.0,1.0,0.0,0
1996,2032,1331,62.8,83,298.7952258272479,299.05268748146125,8753.181833733333,0.0,1.0,0.0,1
1997,2033,1444,42.2,85,298.7952258272479,298.98528996598424,6381.281383733334,0.0,1.0,0.0,0
1998,2034,1359,47.6,90,298.7952258272479,298.98528996598424,6774.1476852,1.0,0.0,0.0,1
1999,2035,1425,47.4,93,298.7952258272479,298.98528996598424,7073.289884999998,0.0,0.0,1.0,0
2000,2036,1469,34.2,96,298.89521289477483,299.05268748146125,5261.0951094,0.0,0.0,1.0,0
2001,2037,1892,22.8,98,298.99519996230174,299.12008499693826,4517.3550928,0.0,1.0,0.0,0
2002,2038,1940,19.9,103,298.99519996230174,299.12008499693826,4042.8074513333327,1.0,0.0,0.0,0
2003,2039,1405,55.2,105,298.99519996230174,299.1874825124153,8121.638467999999,0.0,1.0,0.0,0
2004,2040,1449,39.6,108,298.99519996230174,299.2548800278923,6008.856361200001,0.0,0.0,1.0,0
2005,2041,1686,29.6,110,299.0951870298287,299.2548800278923,5226.0977968,0.0,1.0,0.0,0
2006,2042,1680,27.2,112,299.0951870298287,299.2548800278923,4785.269888,0.0,1.0,0.0,0
2007,2043,1397,52.4,115,299.0951870298287,299.2548800278923,7665.772815066666,0.0,0.0,1.0,0
2008,2044,1597,30.3,118,299.1951740973556,299.3222775433693,5067.2904223000005,0.0,0.0,1.0,0
2009,2045,1470,41.1,120,299.29516116488253,299.3896750588464,6326.848101,0.0,1.0,0.0,0
2010,2046,1703,31.3,123,299.29516116488253,299.3896750588464,5581.9666400333335,0.0,0.0,1.0,0
2011,2047,1388,45.5,125,299.29516116488253,299.3896750588464,6613.465828666667,0.0,1.0,0.0,0
2012,2048,1775,24.2,127,299.29516116488253,299.4570725743233,4498.233281666667,0.0,1.0,0.0,0
2013,2049,1465,41.5,129,299.29516116488253,299.4570725743233,6366.693934166666,0.0,1.0,0.0,0
2014,2050,1586,37.9,132,299.29516116488253,299.4570725743233,6294.636331533334,0.0,0.0,1.0,0
2015,2051,1675,29.2,135,299.49513529993635,299.5244700898004,5121.838896666666,0.0,0.0,1.0,0
2016,2052,1470,44.4,138,299.3951482324094,299.4570725743233,6834.843203999999,0.0,0.0,1.0,0
2017,2053,1477,40.4,140,299.49513529993635,299.5244700898004,6248.706285733332,0.0,1.0,0.0,0
2018,2054,1382,61.0,142,299.49513529993635,299.5244700898004,8828.077339333333,0.0,1.0,0.0,0
2019,2055,1605,29.8,145,299.59512236746326,299.59186760527734,5008.636937,0.0,0.0,1.0,0
2020,2056,1643,32.9,147,299.59512236746326,299.59186760527734,5660.590165766665,0.0,1.0,0.0,0
2021,2057,1333,54.1,149,299.49513529993635,299.5244700898004,7551.890177566665,0.0,1.0,0.0,1
2022,2058,1520,42.3,151,299.49513529993635,299.5244700898004,6733.055688,0.0,1.0,0.0,0
2023,2059,1902,24.0,154,299.49513529993635,299.5244700898004,4780.243344,0.0,0.0,1.0,0
2024,2060,1386,44.4,159,299.49513529993635,299.59186760527734,6444.2807352,1.0,0.0,0.0,0
2025,2061,1803,27.7,161,299.59512236746326,299.6592651207544,5230.024784299999,0.0,1.0,0.0,0
2026,2062,1359,50.7,163,299.6951094349902,299.7266626362314,7215.321168899999,0.0,1.0,0.0,1
2027,2063,1477,42.7,166,299.6951094349902,299.7266626362314,6604.449465366666,0.0,0.0,1.0,0
2028,2064,1321,53.4,168,299.6951094349902,299.7266626362314,7387.071894199999,0.0,1.0,0.0,1
2029,2065,1453,41.4,170,299.59512236746326,299.6592651207544,6299.327772600001,0.0,1.0,0.0,0
2030,2066,1419,45.1,172,299.6951094349902,299.7266626362314,6701.734035699999,0.0,1.0,0.0,0
2031,2067,1512,36.2,174,299.6951094349902,299.7266626362314,5731.7681232,0.0,1.0,0.0,0
2032,2068,1553,36.8,176,299.6951094349902,299.7266626362314,5984.770837866666,0.0,1.0,0.0,0
2033,2069,1534,39.1,179,299.6951094349902,299.7266626362314,6281.022774866668,0.0,0.0,1.0,0
2034,2070,1553,41.0,184,299.6951094349902,299.7266626362314,6667.815335666666,1.0,0.0,0.0,0
2035,2071,1352,49.7,186,299.6951094349902,299.6592651207544,7036.575169866668,0.0,1.0,0.0,1
2036,2072,1313,60.0,189,299.6951094349902,299.7266626362314,8249.81534,0.0,0.0,1.0,1
2037,2073,1570,35.5,191,299.59512236746326,299.6592651207544,5836.550621666666,0.0,1.0,0.0,1
2038,2074,1677,31.1,193,299.59512236746326,299.59186760527734,5461.6227991000005,0.0,1.0,0.0,0
2039,2075,1602,31.5,195,299.49513529993635,299.59186760527734,5284.468539,0.0,1.0,0.0,0
2040,2076,1390,58.8,197,299.49513529993635,299.59186760527734,8558.947795999999,0.0,1.0,0.0,1
2041,2077,1544,36.0,199,299.3951482324094,299.5244700898004,5820.737952,0.0,1.0,0.0,0
2042,2078,1701,31.2,201,299.3951482324094,299.59186760527734,5557.5983736,0.0,1.0,0.0,1
2043,2079,1692,28.4,204,299.3951482324094,299.5244700898004,5032.0731984,0.0,0.0,1.0,1
2044,2080,1523,37.9,207,299.29516116488253,299.5244700898004,6044.597183433332,0.0,0.0,1.0,1
2045,2082,1485,47.1,212,299.3951482324094,299.5244700898004,7324.460005500001,0.0,0.0,1.0,1
2046,2083,1513,36.1,217,299.3951482324094,299.4570725743233,5719.714889566667,1.0,0.0,0.0,1
2047,2084,1743,28.2,5,299.3951482324094,299.5244700898004,5147.243887799999,1.0,0.0,0.0,0
2048,2085,1442,46.2,7,299.49513529993635,299.5244700898004,6976.466081199999,0.0,1.0,0.0,0
2049,2086,1462,46.7,9,299.49513529993635,299.5244700898004,7149.777129533334,0.0,1.0,0.0,0
2050,2087,1439,49.7,14,299.3951482324094,299.5244700898004,7489.372536566668,1.0,0.0,0.0,0
2051,2088,1577,36.6,16,299.49513529993635,299.5244700898004,6044.2306646,0.0,1.0,0.0,0
2052,2089,1331,46.4,18,299.59512236746326,299.59186760527734,6467.319061866667,0.0,1.0,0.0,1
2053,2090,1941,22.5,20,299.49513529993635,299.5244700898004,4573.3696425,0.0,1.0,0.0,0
2054,2091,1393,47.3,22,299.49513529993635,299.4570725743233,6899.863645033332,0.0,1.0,0.0,0
