,Unnamed: 0,UDI,Product Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
2039,2074,2075,L,1602,31.5,195,299.49513529993635,299.59186760527734,5284.468539,No Failure
2040,2075,2076,L,1390,58.8,197,299.49513529993635,299.59186760527734,8558.947795999999,OSF
2041,2076,2077,L,1544,36.0,199,299.3951482324094,299.5244700898004,5820.737952,No Failure
2042,2077,2078,L,1701,31.2,201,299.3951482324094,299.59186760527734,5557.5983736,TWF
2043,2078,2079,M,1692,28.4,204,299.3951482324094,299.5244700898004,5032.0731984,TWF
2044,2079,2080,M,1523,37.9,207,299.29516116488253,299.5244700898004,6044.597183433332,TWF
2045,2081,2082,M,1485,47.1,212,299.3951482324094,299.5244700898004,7324.460005500001,TWF
2046,2082,2083,H,1513,36.1,217,299.3951482324094,299.4570725743233,5719.714889566667,TWF
2047,2083,2084,H,1743,28.2,5,299.3951482324094,299.5244700898004,5147.243887799999,No Failure
2048,2084,2085,L,1442,46.2,7,299.49513529993635,299.5244700898004,6976.466081199999,No Failure
2049,2085,2086,L,1462,46.7,9,299.49513529993635,299.5244700898004,7149.777129533334,No Failure
2050,2086,2087,H,1439,49.7,14,299.3951482324094,299.5244700898004,7489.372536566668,No Failure
2051,2087,2088,L,1577,36.6,16,299.49513529993635,299.5244700898004,6044.2306646,No Failure
2052,2088,2089,L,1331,46.4,18,299.59512236746326,299.59186760527734,6467.319061866667,HDF
2053,2089,2090,L,1941,22.5,20,299.49513529993635,299.5244700898004,4573.3696425,No Failure
2054,2090,2091,L,1393,47.3,22,299.49513529993635,299.4570725743233,6899.863645033332,No Failure
2055,2091,2092,L,1433,42.1,24,299.3951482324094,299.4570725743233,6317.664186233335,No Failure
2056,2092,2093,L,1444,48.2,26,299.3951482324094,299.4570725743233,7288.572575733335,No Failure
2057,2093,2094,L,1564,39.0,28,299.3951482324094,299.4570725743233,6387.480788,No Failure
2058,2094,2095,L,1377,43.6,30,299.3951482324094,299.5244700898004,6287.0755716,HDF
2059,2095,2096,L,1525,41.5,32,299.3951482324094,299.5244700898004,6627.445904166667,No Failure
2060,2096,2097,M,1387,56.2,35,299.49513529993635,299.59186760527734,8162.835184866668,No Failure
2061,2097,2098,M,1326,47.5,38,299.3951482324094,299.59186760527734,6595.768205,HDF
2062,2098,2099,L,1401,59.0,40,299.3951482324094,299.5244700898004,8656.022927,No Failure
2063,2099,2100,L,1596,31.8,42,299.3951482324094,299.5244700898004,5314.8162984,No Failure
2064,2100,2101,M,1471,46.0,45,299.29516116488253,299.5244700898004,7085.960964666666,No Failure
2065,2101,2102,L,1528,37.8,47,299.29516116488253,299.5244700898004,6048.440395199999,No Failure
2066,2102,2103,L,1325,62.0,49,299.29516116488253,299.5244700898004,8602.720616666666,HDF
2067,2103,2104,M,1376,46.7,52,299.29516116488253,299.3896750588464,6729.202004266666,HDF
2068,2104,2105,M,1600,35.3,55,299.29516116488253,299.3896750588464,5914.566773333333,No Failure
2069,2105,2106,L,1495,44.0,57,299.29516116488253,299.3896750588464,6888.459673333334,No Failure
2070,2106,2107,L,1645,28.6,59,299.3951482324094,299.3896750588464,4926.7461576666665,No Failure
2071,2107,2108,M,1417,47.3,62,299.3951482324094,299.3896750588464,7018.741410633333,No Failure
2072,2108,2109,H,1415,51.7,67,299.3951482324094,299.3222775433693,7660.819574833334,No Failure
2073,2109,2110,M,1496,43.4,70,299.29516116488253,299.3222775433693,6799.0709658666665,No Failure
2074,2110,2111,H,1508,35.0,75,299.29516116488253,299.3222775433693,5527.1040066666665,No Failure
2075,2111,2112,L,1436,47.9,77,299.3951482324094,299.3222775433693,7203.079439866667,No Failure
2076,2112,2113,L,1852,22.6,79,299.49513529993635,299.3896750588464,4383.062592266666,No Failure
2077,2113,2114,L,1863,22.5,81,299.49513529993635,299.3896750588464,4389.5866275,No Failure
2078,2114,2115,H,1373,44.1,86,299.3951482324094,299.3896750588464,6340.702512899999,HDF
2079,2115,2116,L,1404,47.3,88,299.3951482324094,299.3222775433693,6954.349287599999,No Failure
2080,2116,2117,M,1381,44.9,91,299.3951482324094,299.3222775433693,6493.341899033334,No Failure
2081,2117,2118,H,1762,29.3,96,299.3951482324094,299.2548800278923,5406.320343133333,No Failure
2082,2118,2119,H,1429,43.0,101,299.29516116488253,299.2548800278923,6434.709357666667,No Failure
2083,2119,2120,M,1858,24.7,104,299.29516116488253,299.2548800278923,4805.857774466666,No Failure
2084,2120,2121,H,1908,21.3,109,299.1951740973556,299.1874825124153,4255.849141199999,No Failure
2085,2121,2122,M,1503,37.4,112,299.1951740973556,299.1874825124153,5886.522846599999,No Failure
2086,2122,2123,M,1523,38.9,115,299.1951740973556,299.1874825124153,6204.085235766665,No Failure
2087,2123,2124,L,1491,38.4,117,299.29516116488253,299.3222775433693,5995.661683199999,No Failure
2088,2124,2125,L,1430,39.1,119,299.1951740973556,299.2548800278923,5855.190722333334,No Failure
2089,2125,2126,L,1258,69.4,121,299.29516116488253,299.2548800278923,9142.571442266666,"HDF, PWF"
2090,2126,2127,L,1449,46.5,123,299.29516116488253,299.3222775433693,7055.8540605,No Failure
2091,2127,2128,H,1425,40.6,128,299.29516116488253,299.3222775433693,6058.556314999999,No Failure
2092,2128,2129,L,1800,24.3,130,299.3951482324094,299.3222775433693,4580.43822,No Failure
2093,2129,2130,H,1607,33.7,135,299.3951482324094,299.3222775433693,5671.187796033334,No Failure
2094,2130,2131,L,1391,58.2,137,299.3951482324094,299.3222775433693,8477.7062786,No Failure
2095,2131,2132,L,1432,45.4,139,299.3951482324094,299.3896750588464,6808.118745066667,No Failure
2096,2132,2133,L,1660,28.4,141,299.3951482324094,299.3222775433693,4936.903965333333,No Failure
2097,2133,2134,H,1732,29.7,146,299.29516116488253,299.3222775433693,5386.8215412,No Failure
2098,2134,2135,L,1473,46.3,148,299.29516116488253,299.3222775433693,7141.8707947,No Failure
2099,2135,2136,L,1511,47.8,150,299.29516116488253,299.3222775433693,7563.461700733333,No Failure
2100,2136,2137,L,1588,41.5,152,299.1951740973556,299.2548800278923,6901.235472666666,No Failure
2101,2137,2138,L,1623,31.1,154,299.29516116488253,299.2548800278923,5285.7565909,No Failure
2102,2138,2139,L,1734,30.6,156,299.29516116488253,299.3222775433693,5556.4674012000005,No Failure
2103,2139,2140,L,1415,47.6,158,299.29516116488253,299.3222775433693,7053.288428666667,No Failure
2104,2140,2141,L,1419,46.6,160,299.29516116488253,299.3222775433693,6924.629846199999,No Failure
2105,2141,2142,M,1577,34.9,163,299.29516116488253,299.2548800278923,5763.487710233333,No Failure
2106,2142,2143,L,1376,60.3,165,299.29516116488253,299.2548800278923,8688.8839584,HDF
2107,2143,2144,M,1442,49.0,168,299.29516116488253,299.1874825124153,7399.282207333333,No Failure
2108,2144,2145,L,1451,40.5,170,299.3951482324094,299.2548800278923,6153.903571499999,No Failure
2109,2145,2146,L,1550,45.8,172,299.29516116488253,299.1874825124153,7434.049136666666,No Failure
2110,2146,2147,L,1647,32.9,174,299.29516116488253,299.1874825124153,5674.371273899999,No Failure
2111,2147,2148,L,1550,33.7,176,299.3951482324094,299.2548800278923,5470.031788333334,No Failure
2112,2148,2149,L,1583,34.1,178,299.3951482324094,299.2548800278923,5652.799022566667,No Failure
2113,2149,2150,L,1613,32.2,180,299.3951482324094,299.3222775433693,5438.992879133333,No Failure
2114,2150,2151,H,1636,35.5,185,299.29516116488253,299.1874825124153,6081.908800666666,No Failure
2115,2151,2152,M,1289,51.5,188,299.29516116488253,299.12008499693826,6951.657992166666,HDF
2116,2152,2153,M,1648,28.4,191,299.29516116488253,299.1874825124153,4901.2155029333335,No Failure
2117,2153,2154,H,1397,45.4,196,299.29516116488253,299.1874825124153,6641.719194733333,No Failure
2118,2154,2155,M,1767,24.8,199,299.29516116488253,299.2548800278923,4588.9833448,No Failure
2119,2155,2156,L,1341,47.7,201,299.29516116488253,299.1874825124153,6698.4667821,"TWF, HDF"
2120,2156,2157,M,1457,41.5,204,299.3951482324094,299.2548800278923,6331.927004833333,TWF
2121,2157,2158,M,1939,19.8,207,299.3951482324094,299.3222775433693,4020.4183866,TWF
2122,2158,2159,M,1399,49.7,210,299.49513529993635,299.3222775433693,7281.189839233332,TWF
2123,2159,2160,M,1602,31.3,213,299.49513529993635,299.3222775433693,5250.916357800001,TWF
2124,2160,2161,L,1507,41.0,215,299.3951482324094,299.3222775433693,6470.314044333333,TWF
2125,2161,2162,L,1464,40.5,217,299.3951482324094,299.3896750588464,6209.038476000001,TWF
2126,2162,2163,L,1336,42.1,219,299.49513529993635,299.3896750588464,5890.0204834666665,"TWF, HDF"
2127,2163,2164,L,1422,39.8,221,299.59512236746326,299.4570725743233,5926.672366799999,TWF
2128,2164,2165,L,1540,36.7,223,299.59512236746326,299.4570725743233,5918.546120666668,TWF
2129,2165,2166,L,1476,47.8,225,299.49513529993635,299.3896750588464,7388.2656984,TWF
2130,2166,2167,M,1867,23.4,228,299.59512236746326,299.4570725743233,4574.971853399999,TWF
2131,2167,2168,H,1588,41.3,5,299.59512236746326,299.3896750588464,6867.976506533332,No Failure
2132,2168,2169,M,1420,49.5,8,299.49513529993635,299.3896750588464,7360.74537,No Failure
2133,2169,2170,L,1415,49.2,10,299.49513529993635,299.3896750588464,7290.373754,No Failure
2134,2170,2171,M,1500,43.3,13,299.3951482324094,299.3896750588464,6801.54235,No Failure
2135,2171,2172,L,1502,44.6,15,299.49513529993635,299.3896750588464,7015.086694266667,No Failure
2136,2172,2173,L,1816,23.0,17,299.49513529993635,299.4570725743233,4373.931037333334,No Failure
2137,2173,2174,M,1495,41.6,20,299.49513529993635,299.4570725743233,6512.725509333333,No Failure
2138,2174,2175,L,1572,33.4,22,299.59512236746326,299.4570725743233,5498.285154399999,No Failure
2139,2175,2176,M,1590,35.9,25,299.49513529993635,299.4570725743233,5977.503293,No Failure
2140,2176,2177,M,1387,48.3,28,299.59512236746326,299.5244700898004,7015.390381300001,No Failure
2141,2177,2178,M,1393,47.7,31,299.59512236746326,299.4570725743233,6958.2134433,No Failure
2142,2178,2179,L,1602,37.3,33,299.59512236746326,299.4570725743233,6257.4817938,No Failure
2143,2179,2180,L,1601,33.3,35,299.59512236746326,299.4570725743233,5582.951004899999,No Failure
2144,2180,2181,H,1597,36.3,40,299.59512236746326,299.4570725743233,6070.7142683,No Failure
2145,2181,2182,H,1548,44.3,45,299.49513529993635,299.3896750588464,7181.297749199999,No Failure
2146,2182,2183,M,1314,61.8,48,299.49513529993635,299.4570725743233,8503.781475599999,HDF
2147,2183,2184,M,1577,39.8,51,299.59512236746326,299.5244700898004,6572.687990466666,No Failure
2148,2184,2185,L,1475,43.4,53,299.7950965025171,299.59186760527734,6703.6294616666655,No Failure
2149,2185,2186,L,1630,32.4,55,299.7950965025171,299.59186760527734,5530.455035999999,No Failure
2150,2186,2187,L,1445,42.9,57,299.6951094349902,299.59186760527734,6491.624496499999,No Failure
2151,2187,2188,M,1439,47.4,60,299.7950965025171,299.59186760527734,7142.781855800001,No Failure
2152,2188,2189,L,1420,44.1,62,299.6951094349902,299.5244700898004,6557.754966,No Failure
2153,2189,2190,H,1554,41.6,67,299.6951094349902,299.4570725743233,6769.7494592,No Failure
2154,2190,2191,M,1471,44.3,70,299.59512236746326,299.3896750588464,6824.088494233331,No Failure
2155,2191,2192,L,1648,33.6,72,299.59512236746326,299.3222775433693,5798.6211584,No Failure
2156,2192,2193,L,1472,48.8,74,299.59512236746326,299.3222775433693,7522.3906474666655,No Failure
2157,2193,2194,M,1448,42.9,77,299.49513529993635,299.2548800278923,6505.101917599999,No Failure
2158,2194,2195,M,1568,35.3,80,299.59512236746326,299.2548800278923,5796.275437866666,No Failure
2159,2195,2196,L,1613,30.8,82,299.59512236746326,299.2548800278923,5202.514927866666,No Failure
2160,2196,2197,M,1551,35.4,85,299.6951094349902,299.2548800278923,5749.6751862,No Failure
2161,2197,2198,L,1412,49.2,87,299.6951094349902,299.3222775433693,7274.917131200001,No Failure
2162,2198,2199,M,1478,41.0,90,299.6951094349902,299.2548800278923,6345.802360666667,No Failure
2163,2199,2200,M,1268,58.0,93,299.7950965025171,299.3896750588464,7701.503165333333,HDF
2164,2200,2201,L,1546,35.6,95,299.7950965025171,299.3896750588464,5763.519126133333,No Failure
2165,2201,2202,L,1567,36.1,97,299.7950965025171,299.3222775433693,5923.855407766666,No Failure
2166,2202,2203,M,1548,35.7,100,299.895083570044,299.4570725743233,5787.185770800001,No Failure
2167,2203,2204,L,1614,30.8,102,299.7950965025171,299.3222775433693,5205.7402936,No Failure
2168,2204,2205,M,1352,46.1,105,299.6951094349902,299.3896750588464,6526.883608266668,HDF
2169,2205,2206,L,1624,34.6,107,299.895083570044,299.4570725743233,5884.239957866666,No Failure
2170,2206,2207,L,1436,52.0,109,299.895083570044,299.4570725743233,7819.626949333334,No Failure
2171,2207,2208,L,1591,37.5,111,299.7950965025171,299.4570725743233,6247.8371125,No Failure
2172,2208,2209,H,1435,42.6,116,299.7950965025171,299.4570725743233,6401.617942999999,No Failure
2173,2209,2210,L,1386,49.4,118,299.7950965025171,299.5244700898004,7169.988025199999,No Failure
2174,2210,2211,L,1401,54.1,120,299.6951094349902,299.4570725743233,7937.1328873,No Failure
2175,2211,2212,M,1245,64.0,123,299.59512236746326,299.3222775433693,8344.06304,HDF
2176,2212,2213,L,1475,40.0,125,299.6951094349902,299.3896750588464,6178.4603333333325,No Failure
2177,2213,2214,L,1473,39.4,127,299.6951094349902,299.3896750588464,6077.5315186,No Failure
2178,2214,2215,H,1355,44.8,132,299.6951094349902,299.4570725743233,6356.902645333334,HDF
2179,2215,2216,H,1468,49.6,137,299.6951094349902,299.4570725743233,7624.932145066666,No Failure
2180,2216,2217,L,1645,30.8,139,299.6951094349902,299.4570725743233,5305.726631333333,No Failure
2181,2217,2218,L,1347,55.3,141,299.6951094349902,299.3896750588464,7800.473722299999,HDF
2182,2218,2219,L,1713,33.5,143,299.6951094349902,299.3896750588464,6009.3904315,No Failure
2183,2219,2220,M,1435,48.4,146,299.59512236746326,299.3896750588464,7273.199728666666,No Failure
2184,2220,2221,M,1736,26.1,149,299.59512236746326,299.3222775433693,4744.806208800001,No Failure
2185,2221,2222,L,1372,60.4,151,299.59512236746326,299.3222775433693,8677.993113066666,HDF
2186,2222,2223,L,1605,33.0,153,299.6951094349902,299.3222775433693,5546.477145,No Failure
2187,2223,2224,L,1413,48.5,155,299.59512236746326,299.3222775433693,7176.491116500001,No Failure
2188,2224,2225,M,1645,31.9,158,299.6951094349902,299.3222775433693,5495.216868166666,No Failure
2189,2225,2226,M,1465,49.0,161,299.6951094349902,299.3222775433693,7517.301271666665,No Failure
2190,2226,2227,M,1685,27.8,164,299.59512236746326,299.2548800278923,4905.383345666666,No Failure
2191,2227,2228,L,1965,20.4,166,299.49513529993635,299.1874825124153,4197.792557999999,No Failure
2192,2228,2229,H,1542,41.8,171,299.3951482324094,299.05268748146125,6749.768946799999,No Failure
2193,2229,2230,L,1681,30.8,173,299.3951482324094,299.12008499693826,5421.839797733333,No Failure
2194,2230,2231,L,1446,45.7,175,299.49513529993635,299.12008499693826,6920.105956599999,No Failure
2195,2231,2232,L,1415,56.4,177,299.3951482324094,299.05268748146125,8357.257717999999,No Failure
2196,2232,2233,L,1672,30.5,179,299.49513529993635,299.05268748146125,5340.284121333333,No Failure
2197,2234,2235,L,1492,40.5,183,299.3951482324094,299.05268748146125,6327.790577999999,No Failure
2198,2235,2236,M,1455,42.7,186,299.3951482324094,299.05268748146125,6506.0758105,No Failure
2199,2236,2237,M,1422,43.1,189,299.29516116488253,298.98528996598424,6418.0798746,No Failure
2200,2237,2238,L,1403,50.6,191,299.29516116488253,299.05268748146125,7434.237632066667,No Failure
2201,2238,2239,L,1474,49.6,193,299.29516116488253,299.05268748146125,7656.096717866667,No Failure
2202,2239,2240,L,1381,50.0,195,299.1951740973556,299.05268748146125,7230.892983333334,No Failure
2203,2240,2241,L,1457,44.7,197,299.1951740973556,298.98528996598424,6820.1719787,No Failure
2204,2241,2242,L,1711,28.9,199,299.1951740973556,298.9178924505072,5178.167605366666,No Failure
2205,2242,2243,L,1667,29.0,201,299.1951740973556,298.9178924505072,5062.462845666667,TWF
2206,2243,2244,L,1465,35.0,203,299.1951740973556,298.9178924505072,5369.5009083333325,TWF
2207,2244,2245,M,1542,37.5,206,299.29516116488253,298.9178924505072,6055.414725,TWF
2208,2245,2246,M,1438,42.3,3,299.29516116488253,298.9178924505072,6369.8250522,No Failure
2209,2246,2247,L,1406,47.4,5,299.29516116488253,298.9178924505072,6978.979353199999,No Failure
2210,2247,2248,M,1396,48.5,8,299.1951740973556,298.9178924505072,7090.1497513333325,No Failure
2211,2248,2249,M,1304,60.6,11,299.29516116488253,298.98528996598424,8275.199387199998,HDF
2212,2249,2250,L,1442,46.5,13,299.1951740973556,298.98528996598424,7021.767808999999,No Failure
2213,2250,2251,M,1396,48.7,16,299.1951740973556,298.9178924505072,7119.387482266667,No Failure
2214,2251,2252,H,1424,43.4,21,299.0951870298287,298.8504949350302,6471.842951466666,No Failure
2215,2252,2253,H,1451,42.8,26,299.0951870298287,298.8504949350302,6503.384515066666,No Failure
2216,2253,2254,L,1386,54.1,28,299.1951740973556,298.9178924505072,7852.1528778,No Failure
2217,2254,2255,L,1325,46.9,30,299.0951870298287,298.8504949350302,6507.541885833333,HDF
2218,2255,2256,L,1559,33.7,32,299.0951870298287,298.8504949350302,5501.793263233334,No Failure
2219,2256,2257,L,1489,38.1,34,299.0951870298287,298.8504949350302,5940.8409377,No Failure
2220,2257,2258,L,1892,25.2,36,299.0951870298287,298.8504949350302,4992.8661552,No Failure
2221,2258,2259,L,1319,60.3,38,299.0951870298287,298.7830974195532,8328.9519921,HDF
2222,2259,2260,L,1431,52.3,40,299.0951870298287,298.8504949350302,7837.355988899999,No Failure
2223,2260,2261,H,1521,36.5,45,299.0951870298287,298.8504949350302,5813.669374499999,No Failure
2224,2261,2262,M,1435,45.2,48,299.0951870298287,298.7830974195532,6792.327019333333,No Failure
2225,2262,2263,L,1533,42.4,50,299.0951870298287,298.8504949350302,6806.6945576,No Failure
2226,2263,2264,M,1529,43.0,53,299.1951740973556,298.9178924505072,6885.003924333333,No Failure
2227,2264,2265,M,1415,43.5,56,299.1951740973556,298.9178924505072,6445.7572825,No Failure
2228,2265,2266,M,1330,51.2,59,299.1951740973556,298.9178924505072,7130.990421333333,HDF
2229,2266,2267,L,1381,60.6,61,299.1951740973556,298.98528996598424,8763.842295800001,No Failure
2230,2267,2268,L,1370,52.4,63,299.1951740973556,298.98528996598424,7517.615430666666,HDF
2231,2268,2269,L,1438,46.6,65,299.1951740973556,298.98528996598424,7017.348639066668,No Failure
2232,2269,2270,L,1314,48.2,67,299.29516116488253,299.05268748146125,6632.3991444,HDF
2233,2270,2271,L,1437,48.1,69,299.29516116488253,299.05268748146125,7238.1919441,No Failure
2234,2271,2272,L,1821,26.1,71,299.1951740973556,298.98528996598424,4977.1267893,No Failure
2235,2272,2273,M,1448,52.1,74,299.29516116488253,299.05268748146125,7900.135429066667,No Failure
2236,2273,2274,L,1589,32.7,76,299.29516116488253,298.98528996598424,5441.265295900001,No Failure
2237,2274,2275,L,1520,33.7,78,299.29516116488253,299.05268748146125,5364.160205333334,No Failure
2238,2275,2276,L,1605,37.0,80,299.29516116488253,299.05268748146125,6218.777405,No Failure
2239,2276,2277,L,1393,54.2,82,299.29516116488253,299.12008499693826,7906.397665133333,No Failure
2240,2277,2278,H,1408,44.4,87,299.29516116488253,299.12008499693826,6546.5709056,No Failure
2241,2278,2279,M,1459,35.6,90,299.29516116488253,299.12008499693826,5439.181374533334,No Failure
2242,2279,2280,L,1525,39.0,92,299.3951482324094,299.12008499693826,6228.202175,No Failure
2243,2280,2281,L,1390,57.0,94,299.3951482324094,299.1874825124153,8296.93919,No Failure
2244,2281,2282,L,1536,38.9,96,299.29516116488253,299.12008499693826,6257.041971199999,No Failure
2245,2282,2283,L,1459,47.6,98,299.3951482324094,299.12008499693826,7272.613298533334,No Failure
2246,2283,2284,L,1387,51.1,100,299.1951740973556,298.98528996598424,7422.079678766668,No Failure
2247,2284,2285,L,1378,53.4,102,299.1951740973556,298.98528996598424,7705.817615600001,HDF
2248,2285,2286,L,1381,56.7,104,299.3951482324094,299.12008499693826,8199.8326431,No Failure
2249,2286,2287,M,1289,60.5,107,299.3951482324094,299.12008499693826,8166.510845166666,HDF
2250,2287,2288,L,1746,26.8,109,299.3951482324094,299.05268748146125,4900.126418399999,No Failure
2251,2288,2289,M,1541,39.1,112,299.3951482324094,299.05268748146125,6309.684547633334,No Failure
2252,2289,2290,L,1504,37.8,114,299.3951482324094,299.12008499693826,5953.4387136,No Failure
2253,2290,2291,M,1321,51.9,117,299.49513529993635,299.12008499693826,7179.5698747,HDF
2254,2291,2292,M,1886,20.9,120,299.49513529993635,299.1874825124153,4127.776988866666,No Failure
2255,2292,2293,L,1422,53.2,122,299.59512236746326,299.2548800278923,7922.084671199999,No Failure
2256,2293,2294,L,1520,38.3,124,299.49513529993635,299.2548800278923,6096.360114666666,No Failure
2257,2294,2295,L,1627,32.6,126,299.3951482324094,299.1874825124153,5554.352063933334,No Failure
2258,2295,2296,L,1512,37.2,128,299.3951482324094,299.12008499693826,5890.104259199999,No Failure
2259,2296,2297,L,1553,42.7,130,299.3951482324094,299.12008499693826,6944.285727633333,No Failure
2260,2297,2298,L,1802,26.0,132,299.29516116488253,299.12008499693826,4906.325822666667,No Failure
2261,2298,2299,L,1482,37.6,134,299.29516116488253,299.05268748146125,5835.3149296,No Failure
2262,2299,2300,L,1446,62.9,136,299.3951482324094,299.12008499693826,9524.6097302,PWF
2263,2300,2301,L,1371,50.5,138,299.29516116488253,299.05268748146125,7250.318481499999,HDF
2264,2301,2302,M,1586,35.7,141,299.1951740973556,299.05268748146125,5929.248470600001,No Failure
2265,2302,2303,L,1515,39.8,143,299.1951740973556,298.98528996598424,6314.281741,No Failure
2266,2303,2304,L,1374,53.6,145,299.1951740973556,298.98528996598424,7712.226459199999,HDF
2267,2304,2305,L,1455,39.8,147,299.0951870298287,298.98528996598424,6064.211176999999,No Failure
2268,2305,2306,H,1342,47.5,152,299.1951740973556,298.98528996598424,6675.355151666667,HDF
2269,2306,2307,L,1260,57.8,154,299.0951870298287,299.05268748146125,7626.523883999999,HDF
2270,2307,2308,H,1623,33.5,159,298.99519996230174,298.98528996598424,5693.6606365,No Failure
2271,2308,2309,L,1371,55.5,161,299.0951870298287,298.98528996598424,7968.1717965,HDF
2272,2309,2310,L,1611,31.4,163,299.0951870298287,299.05268748146125,5297.2862262,No Failure
2273,2310,2311,M,1535,47.5,166,298.99519996230174,298.9178924505072,7635.372695833333,No Failure
2274,2311,2312,M,1491,38.5,169,299.0951870298287,299.05268748146125,6011.275385499999,No Failure
2275,2312,2313,M,1441,36.2,172,299.0951870298287,299.05268748146125,5462.617635933334,No Failure
2276,2313,2314,M,1725,26.6,175,299.0951870298287,299.1874825124153,4805.061905,No Failure
2277,2314,2315,L,1368,47.2,177,299.1951740973556,299.2548800278923,6761.7069888,HDF
2278,2315,2316,L,1526,37.9,179,299.1951740973556,299.2548800278923,6056.503809533332,No Failure
2279,2316,2317,L,1542,39.2,181,299.1951740973556,299.1874825124153,6329.9268592,No Failure
2280,2317,2318,L,1605,31.1,183,299.1951740973556,299.1874825124153,5227.1345215,No Failure
2281,2318,2319,L,1405,51.4,185,299.1951740973556,299.1874825124153,7562.540167666665,No Failure
2282,2319,2320,M,1700,33.5,188,299.1951740973556,299.1874825124153,5963.785016666666,No Failure
2283,2320,2321,H,1440,39.1,193,299.1951740973556,299.1874825124153,5896.136111999999,No Failure
2284,2321,2322,M,1314,52.5,196,299.1951740973556,299.1874825124153,7224.086205,HDF
2285,2322,2323,L,1514,41.9,198,299.1951740973556,299.12008499693826,6643.059606466667,No Failure
2286,2323,2324,M,1401,47.0,201,299.1951740973556,299.12008499693826,6895.475891,TWF
2287,2324,2325,L,1636,29.9,203,299.29516116488253,299.1874825124153,5122.509102533333,TWF
2288,2325,2326,L,1603,33.9,205,299.29516116488253,299.1874825124153,5690.644710099999,TWF
2289,2326,2327,M,1487,52.6,208,299.3951482324094,299.12008499693826,8190.774391933333,TWF
2290,2327,2328,M,1420,50.3,211,299.29516116488253,299.12008499693826,7479.706911333332,TWF
2291,2328,2329,L,1579,36.3,213,299.29516116488253,299.12008499693826,6002.290438099999,TWF
2292,2329,2330,L,1484,40.5,215,299.29516116488253,299.12008499693826,6293.861406,TWF
2293,2330,2331,M,1390,49.3,218,299.29516116488253,299.12008499693826,7176.124597666665,TWF
2294,2331,2332,L,1384,53.6,220,299.29516116488253,299.05268748146125,7768.356200533333,"TWF, OSF"
2295,2332,2333,L,1378,50.4,222,299.1951740973556,298.98528996598424,7272.906513600001,"TWF, HDF, OSF"
2296,2333,2334,L,1445,45.2,224,299.1951740973556,298.98528996598424,6839.6603086666655,TWF
2297,2334,2335,L,1445,43.5,226,299.1951740973556,298.9178924505072,6582.416447499999,TWF
2298,2335,2336,L,1509,39.4,2,299.1951740973556,298.9178924505072,6226.0658938,No Failure
2299,2336,2337,L,1434,46.8,4,299.1951740973556,298.9178924505072,7027.8624936,No Failure
2300,2337,2338,L,1877,23.9,6,299.1951740973556,298.9178924505072,4697.755662566667,No Failure
2301,2338,2339,L,1651,28.0,8,299.29516116488253,298.8504949350302,4840.980750666667,No Failure
2302,2339,2340,L,1466,41.3,10,299.1951740973556,298.7830974195532,6340.335994066666,No Failure
2303,2340,2341,L,1479,40.7,12,299.0951870298287,298.7156999040762,6303.631750900001,No Failure
2304,2341,2342,L,1409,46.4,14,299.0951870298287,298.7830974195532,6846.320479466665,No Failure
2305,2342,2343,M,1674,28.2,17,299.1951740973556,298.7830974195532,4943.480360399999,No Failure
2306,2343,2344,L,1305,61.4,19,299.0951870298287,298.8504949350302,8390.872731,HDF
2307,2344,2345,M,1755,26.4,22,299.1951740973556,298.8504949350302,4851.871596,No Failure
2308,2345,2346,L,1475,38.7,24,299.1951740973556,298.9178924505072,5977.6603725,No Failure
2309,2346,2347,L,1402,47.7,26,299.1951740973556,298.9178924505072,7003.1695962,No Failure
2310,2347,2348,L,1410,43.0,28,299.1951740973556,298.8504949350302,6349.15339,No Failure
2311,2348,2349,L,1436,41.8,30,299.1951740973556,298.9178924505072,6285.777047733333,No Failure
2312,2349,2350,M,1386,42.2,33,299.29516116488253,298.98528996598424,6124.9695276,No Failure
2313,2350,2351,L,1744,26.4,35,299.29516116488253,299.05268748146125,4821.4610048,No Failure
2314,2351,2352,L,1393,48.4,37,299.1951740973556,298.9178924505072,7060.325590266666,No Failure
2315,2352,2353,M,1422,45.4,40,299.29516116488253,298.98528996598424,6760.576016399999,No Failure
2316,2353,2354,L,1841,22.8,42,299.1951740973556,298.9178924505072,4395.5870644,No Failure
2317,2354,2355,L,1433,37.7,44,299.29516116488253,299.05268748146125,5657.385743966668,No Failure
2318,2355,2356,M,1305,60.6,47,299.29516116488253,298.98528996598424,8281.545399,HDF
2319,2356,2357,H,1498,39.5,52,299.29516116488253,299.05268748146125,6196.367396333333,No Failure
2320,2357,2358,L,1772,26.1,54,299.29516116488253,298.98528996598424,4843.2008076,No Failure
2321,2358,2359,M,1381,42.5,57,299.1951740973556,298.9178924505072,6146.259035833334,No Failure
2322,2359,2360,L,1413,38.5,59,299.29516116488253,298.98528996598424,5696.802226500001,No Failure
2323,2360,2361,H,1388,53.2,64,299.1951740973556,298.9178924505072,7732.667738133334,No Failure
2324,2361,2362,M,1631,35.4,67,299.1951740973556,299.05268748146125,6046.2412822,No Failure
